user_id,user_name,user_role,activity_date,login_time,access_count,resource_type,label
U008,user008,Engineering,2025-01-01,08:48,72,General,normal
U008,user008,Engineering,2025-01-01,10:50,84,Engineering,normal
U008,user008,Engineering,2025-01-01,08:41,84,SourceCode,normal
U009,user009,Sales,2025-01-01,07:51,15,Customer,normal
U009,user009,Sales,2025-01-01,07:05,39,Customer,normal
U009,user009,Sales,2025-01-01,08:42,18,Finance,normal
U009,user009,Sales,2025-01-01,07:27,33,Finance,normal
U010,user010,Admin,2025-01-01,08:22,28,General,normal
U010,user010,Admin,2025-01-01,08:58,41,Admin,normal
U010,user010,Admin,2025-01-01,09:32,18,Confidential,normal
U010,user010,Admin,2025-01-01,08:18,51,Admin,normal
U010,user010,Admin,2025-01-01,08:41,61,Admin,normal
U010,user010,Admin,2025-01-01,08:24,39,Admin,normal
U010,user010,Admin,2025-01-01,07:47,36,Admin,normal
U011,user011,HR,2025-01-01,08:50,2,HR,normal
U011,user011,HR,2025-01-01,08:13,18,Customer,normal
U011,user011,HR,2025-01-01,09:05,24,Confidential,normal
U011,user011,HR,2025-01-01,08:34,22,HR,normal
U011,user011,HR,2025-01-01,08:20,10,Confidential,normal
U011,user011,HR,2025-01-01,11:32,22,Confidential,normal
U011,user011,HR,2025-01-01,08:07,20,Admin,normal
U012,user012,Finance,2025-01-01,08:14,19,Customer,normal
U012,user012,Finance,2025-01-01,09:18,31,General,normal
U012,user012,Finance,2025-01-01,09:04,29,Finance,normal
U012,user012,Finance,2025-01-01,10:16,11,Finance,normal
U012,user012,Finance,2025-01-01,07:42,36,Finance,normal
U012,user012,Finance,2025-01-01,08:51,14,Finance,normal
U012,user012,Finance,2025-01-01,08:04,29,Finance,normal
U012,user012,Finance,2025-01-01,09:59,13,Finance,normal
U013,user013,Engineering,2025-01-01,09:38,72,SourceCode,normal
U013,user013,Engineering,2025-01-01,10:42,74,General,normal
U013,user013,Engineering,2025-01-01,08:09,39,General,normal
U013,user013,Engineering,2025-01-01,09:30,48,Engineering,normal
U013,user013,Engineering,2025-01-01,10:26,61,SourceCode,normal
U013,user013,Engineering,2025-01-01,09:18,48,Engineering,normal
U013,user013,Engineering,2025-01-01,07:10,69,SourceCode,normal
U013,user013,Engineering,2025-01-01,11:43,41,Engineering,normal
U014,user014,Sales,2025-01-01,07:51,22,SourceCode,normal
U014,user014,Sales,2025-01-01,08:38,25,Customer,normal
U014,user014,Sales,2025-01-01,09:52,26,Customer,normal
U014,user014,Sales,2025-01-01,08:20,38,Customer,normal
U014,user014,Sales,2025-01-01,08:18,17,Customer,normal
U014,user014,Sales,2025-01-01,07:35,23,General,normal
U015,user015,Admin,2025-01-01,07:37,44,Admin,normal
U015,user015,Admin,2025-01-01,07:36,40,Admin,normal
U015,user015,Admin,2025-01-01,06:55,32,Admin,normal
U015,user015,Admin,2025-01-01,06:31,14,Confidential,normal
U015,user015,Admin,2025-01-01,09:38,29,General,normal
U015,user015,Admin,2025-01-01,05:17,29,General,normal
U015,user015,Admin,2025-01-01,08:57,59,Admin,normal
U016,user016,HR,2025-01-01,10:33,33,General,normal
U016,user016,HR,2025-01-01,10:49,5,HR,normal
U016,user016,HR,2025-01-01,09:44,15,General,normal
U016,user016,HR,2025-01-01,10:19,24,General,normal
U016,user016,HR,2025-01-01,11:58,14,General,normal
U016,user016,HR,2025-01-01,10:26,23,HR,normal
U016,user016,HR,2025-01-01,10:49,10,Confidential,normal
U017,user017,Finance,2025-01-01,09:42,20,General,normal
U017,user017,Finance,2025-01-01,09:22,22,Confidential,normal
U017,user017,Finance,2025-01-01,08:02,27,Customer,normal
U017,user017,Finance,2025-01-01,08:31,22,General,normal
U017,user017,Finance,2025-01-01,10:01,18,General,normal
U017,user017,Finance,2025-01-01,10:46,23,Confidential,normal
U017,user017,Finance,2025-01-01,08:51,24,General,normal
U018,user018,Engineering,2025-01-01,10:11,63,SourceCode,normal
U018,user018,Engineering,2025-01-01,10:32,58,Engineering,normal
U018,user018,Engineering,2025-01-01,09:59,64,General,normal
U018,user018,Engineering,2025-01-01,07:44,57,General,normal
U018,user018,Engineering,2025-01-01,11:35,52,Engineering,normal
U018,user018,Engineering,2025-01-01,07:21,60,SourceCode,normal
U018,user018,Engineering,2025-01-01,09:12,73,Engineering,normal
U018,user018,Engineering,2025-01-01,06:57,41,Engineering,normal
U019,user019,Sales,2025-01-01,08:23,12,General,normal
U019,user019,Sales,2025-01-01,08:14,5,Admin,normal
U019,user019,Sales,2025-01-01,09:01,14,Customer,normal
U019,user019,Sales,2025-01-01,09:17,43,Admin,normal
U019,user019,Sales,2025-01-01,09:35,31,Customer,normal
U019,user019,Sales,2025-01-01,10:47,21,General,normal
U019,user019,Sales,2025-01-01,08:16,21,Admin,normal
U020,user020,Admin,2025-01-01,09:25,25,Confidential,normal
U020,user020,Admin,2025-01-01,07:39,40,General,normal
U020,user020,Admin,2025-01-01,06:17,5,HR,normal
U020,user020,Admin,2025-01-01,06:02,28,Admin,normal
U020,user020,Admin,2025-01-01,07:51,29,HR,normal
U020,user020,Admin,2025-01-01,06:06,20,Admin,normal
U020,user020,Admin,2025-01-01,07:13,30,HR,normal
U001,user001,HR,2025-01-02,08:09,20,Confidential,normal
U001,user001,HR,2025-01-02,08:00,27,General,normal
U001,user001,HR,2025-01-02,08:31,31,HR,normal
U001,user001,HR,2025-01-02,08:15,14,HR,normal
U001,user001,HR,2025-01-02,09:14,12,Confidential,normal
U001,user001,HR,2025-01-02,09:55,22,HR,normal
U002,user002,Finance,2025-01-02,09:08,33,Finance,normal
U002,user002,Finance,2025-01-02,09:09,13,Finance,normal
U002,user002,Finance,2025-01-02,10:06,23,General,normal
U002,user002,Finance,2025-01-02,09:16,46,Finance,normal
U002,user002,Finance,2025-01-02,08:51,24,Finance,normal
U003,user003,Engineering,2025-01-02,08:55,107,General,normal
U003,user003,Engineering,2025-01-02,11:44,82,General,normal
U003,user003,Engineering,2025-01-02,10:48,90,Engineering,normal
U003,user003,Engineering,2025-01-02,11:49,71,Engineering,normal
U003,user003,Engineering,2025-01-02,10:04,51,SourceCode,normal
U004,user004,Sales,2025-01-02,09:42,37,General,normal
U004,user004,Sales,2025-01-02,09:14,25,SourceCode,normal
U004,user004,Sales,2025-01-02,08:07,23,General,normal
U004,user004,Sales,2025-01-02,08:55,41,Customer,normal
U004,user004,Sales,2025-01-02,08:00,25,General,normal
U004,user004,Sales,2025-01-02,08:09,21,Finance,normal
U004,user004,Sales,2025-01-02,07:37,28,Admin,normal
U004,user004,Sales,2025-01-02,06:11,33,Customer,normal
U005,user005,Admin,2025-01-02,09:50,25,Confidential,normal
U005,user005,Admin,2025-01-02,08:15,41,General,normal
U005,user005,Admin,2025-01-02,09:16,19,Admin,normal
U005,user005,Admin,2025-01-02,08:45,33,General,normal
U006,user006,HR,2025-01-02,08:31,15,General,normal
U006,user006,HR,2025-01-02,08:09,22,General,normal
U006,user006,HR,2025-01-02,08:40,32,General,normal
U006,user006,HR,2025-01-02,08:14,4,Confidential,normal
U006,user006,HR,2025-01-02,08:12,21,Admin,normal
U007,user007,Finance,2025-01-02,05:44,35,Admin,normal
U007,user007,Finance,2025-01-02,07:46,22,General,normal
U007,user007,Finance,2025-01-02,08:54,47,Confidential,normal
U007,user007,Finance,2025-01-02,08:12,31,Confidential,normal
U008,user008,Engineering,2025-01-02,09:37,65,SourceCode,normal
U008,user008,Engineering,2025-01-02,11:23,43,SourceCode,normal
U008,user008,Engineering,2025-01-02,09:30,75,Engineering,normal
U008,user008,Engineering,2025-01-02,10:28,57,Engineering,normal
U008,user008,Engineering,2025-01-02,10:02,71,Engineering,normal
U008,user008,Engineering,2025-01-02,07:20,56,General,normal
U008,user008,Engineering,2025-01-02,08:28,30,SourceCode,normal
U008,user008,Engineering,2025-01-02,08:12,56,Engineering,normal
U009,user009,Sales,2025-01-02,08:28,27,Customer,normal
U009,user009,Sales,2025-01-02,06:14,24,General,normal
U009,user009,Sales,2025-01-02,07:15,28,General,normal
U009,user009,Sales,2025-01-02,06:21,18,Customer,normal
U010,user010,Admin,2025-01-02,09:13,5,General,normal
U010,user010,Admin,2025-01-02,07:33,30,Admin,normal
U010,user010,Admin,2025-01-02,08:27,50,Confidential,normal
U010,user010,Admin,2025-01-02,07:09,43,Admin,normal
U010,user010,Admin,2025-01-02,08:06,35,Admin,normal
U010,user010,Admin,2025-01-02,08:45,62,General,normal
U010,user010,Admin,2025-01-02,07:23,23,Admin,normal
U010,user010,Admin,2025-01-02,08:15,44,Admin,normal
U011,user011,HR,2025-01-02,09:42,33,Admin,normal
U011,user011,HR,2025-01-02,10:19,18,General,normal
U011,user011,HR,2025-01-02,08:14,15,Admin,normal
U011,user011,HR,2025-01-02,10:27,24,HR,normal
U011,user011,HR,2025-01-02,08:31,21,General,normal
U011,user011,HR,2025-01-02,09:50,23,Admin,normal
U011,user011,HR,2025-01-02,07:57,20,HR,normal
U011,user011,HR,2025-01-02,09:09,28,Confidential,normal
U012,user012,Finance,2025-01-02,10:58,23,Finance,normal
U012,user012,Finance,2025-01-02,06:24,29,Confidential,normal
U012,user012,Finance,2025-01-02,07:50,29,Finance,normal
U012,user012,Finance,2025-01-02,08:09,37,General,normal
U012,user012,Finance,2025-01-02,11:03,29,Finance,normal
U012,user012,Finance,2025-01-02,09:45,18,Confidential,normal
U012,user012,Finance,2025-01-02,09:33,24,Finance,normal
U012,user012,Finance,2025-01-02,10:59,26,Finance,normal
U013,user013,Engineering,2025-01-02,10:37,68,Engineering,normal
U013,user013,Engineering,2025-01-02,08:43,48,SourceCode,normal
U013,user013,Engineering,2025-01-02,10:27,65,Engineering,normal
U013,user013,Engineering,2025-01-02,10:05,64,Engineering,normal
U013,user013,Engineering,2025-01-02,08:40,63,Confidential,normal
U013,user013,Engineering,2025-01-02,10:27,47,Engineering,normal
U013,user013,Engineering,2025-01-02,11:31,91,Confidential,normal
U014,user014,Sales,2025-01-02,09:24,29,Customer,normal
U014,user014,Sales,2025-01-02,08:19,23,Customer,normal
U014,user014,Sales,2025-01-02,08:25,28,Customer,normal
U014,user014,Sales,2025-01-02,08:19,21,SourceCode,normal
U014,user014,Sales,2025-01-02,09:40,15,Customer,normal
U015,user015,Admin,2025-01-02,06:46,19,Confidential,normal
U015,user015,Admin,2025-01-02,07:52,28,Admin,normal
U015,user015,Admin,2025-01-02,08:16,37,Admin,normal
U015,user015,Admin,2025-01-02,08:32,28,Confidential,normal
U016,user016,HR,2025-01-02,10:18,28,General,normal
U016,user016,HR,2025-01-02,10:37,15,HR,normal
U016,user016,HR,2025-01-02,09:42,28,Admin,normal
U016,user016,HR,2025-01-02,11:52,25,HR,normal
U016,user016,HR,2025-01-02,11:42,20,HR,normal
U016,user016,HR,2025-01-02,09:29,15,General,normal
U016,user016,HR,2025-01-02,09:56,9,General,normal
U017,user017,Finance,2025-01-02,08:06,15,Finance,normal
U017,user017,Finance,2025-01-02,08:28,30,Finance,normal
U017,user017,Finance,2025-01-02,09:21,39,General,normal
U017,user017,Finance,2025-01-02,10:24,21,HR,normal
U017,user017,Finance,2025-01-02,07:27,39,Finance,normal
U017,user017,Finance,2025-01-02,08:47,18,Finance,normal
U017,user017,Finance,2025-01-02,06:17,29,Engineering,normal
U017,user017,Finance,2025-01-02,12:11,22,General,normal
U018,user018,Engineering,2025-01-02,09:04,61,Engineering,normal
U018,user018,Engineering,2025-01-02,09:13,34,General,normal
U018,user018,Engineering,2025-01-02,10:39,51,SourceCode,normal
U018,user018,Engineering,2025-01-02,09:17,58,General,normal
U018,user018,Engineering,2025-01-02,10:41,79,SourceCode,normal
U018,user018,Engineering,2025-01-02,10:19,72,Engineering,normal
U018,user018,Engineering,2025-01-02,10:19,63,Engineering,normal
U019,user019,Sales,2025-01-02,07:47,18,Customer,normal
U019,user019,Sales,2025-01-02,09:14,22,Customer,normal
U019,user019,Sales,2025-01-02,08:44,25,General,normal
U019,user019,Sales,2025-01-02,10:19,27,Finance,normal
U019,user019,Sales,2025-01-02,09:09,25,Customer,normal
U020,user020,Admin,2025-01-02,07:46,27,General,normal
U020,user020,Admin,2025-01-02,07:01,8,General,normal
U020,user020,Admin,2025-01-02,07:08,22,HR,normal
U020,user020,Admin,2025-01-02,07:32,30,General,normal
U020,user020,Admin,2025-01-02,07:44,30,Admin,normal
U020,user020,Admin,2025-01-02,05:24,24,General,normal
U020,user020,Admin,2025-01-02,08:13,35,Admin,normal
U020,user020,Admin,2025-01-02,08:02,32,General,normal
U001,user001,HR,2025-01-03,09:59,27,Admin,normal
U001,user001,HR,2025-01-03,09:39,34,General,normal
U001,user001,HR,2025-01-03,08:37,19,Finance,normal
U001,user001,HR,2025-01-03,08:13,13,Confidential,normal
U001,user001,HR,2025-01-03,11:22,18,HR,normal
U001,user001,HR,2025-01-03,08:42,6,HR,normal
U001,user001,HR,2025-01-03,08:15,8,Confidential,normal
U001,user001,HR,2025-01-03,09:45,25,Confidential,normal
U002,user002,Finance,2025-01-03,10:18,25,Finance,normal
U002,user002,Finance,2025-01-03,09:00,29,Confidential,normal
U002,user002,Finance,2025-01-03,09:12,30,Customer,normal
U002,user002,Finance,2025-01-03,10:50,38,Finance,normal
U003,user003,Engineering,2025-01-03,12:27,43,Engineering,normal
U003,user003,Engineering,2025-01-03,08:11,35,Engineering,normal
U003,user003,Engineering,2025-01-03,10:04,49,Engineering,normal
U003,user003,Engineering,2025-01-03,09:08,44,Engineering,normal
U003,user003,Engineering,2025-01-03,10:55,53,General,normal
U003,user003,Engineering,2025-01-03,09:36,6,Engineering,normal
U003,user003,Engineering,2025-01-03,07:27,38,General,normal
U003,user003,Engineering,2025-01-03,10:37,91,SourceCode,normal
U004,user004,Sales,2025-01-03,07:59,28,Customer,normal
U004,user004,Sales,2025-01-03,07:05,29,Customer,normal
U004,user004,Sales,2025-01-03,07:34,11,Customer,normal
U004,user004,Sales,2025-01-03,06:57,26,Customer,normal
U005,user005,Admin,2025-01-03,08:39,44,Customer,normal
U005,user005,Admin,2025-01-03,09:19,23,Admin,normal
U005,user005,Admin,2025-01-03,07:26,37,General,normal
U005,user005,Admin,2025-01-03,06:25,34,Admin,normal
U005,user005,Admin,2025-01-03,09:58,25,Confidential,normal
U006,user006,HR,2025-01-03,07:22,26,HR,normal
U006,user006,HR,2025-01-03,09:19,17,Confidential,normal
U006,user006,HR,2025-01-03,08:51,17,General,normal
U006,user006,HR,2025-01-03,08:12,14,General,normal
U006,user006,HR,2025-01-03,09:06,32,General,normal
U006,user006,HR,2025-01-03,08:40,23,Admin,normal
U007,user007,Finance,2025-01-03,07:00,49,Customer,normal
U007,user007,Finance,2025-01-03,08:20,6,Customer,normal
U007,user007,Finance,2025-01-03,09:44,31,General,normal
U007,user007,Finance,2025-01-03,07:52,53,Admin,normal
U007,user007,Finance,2025-01-03,08:52,25,General,normal
U007,user007,Finance,2025-01-03,06:12,40,General,normal
U007,user007,Finance,2025-01-03,07:32,17,Confidential,normal
U007,user007,Finance,2025-01-03,08:34,1,General,normal
U008,user008,Engineering,2025-01-03,10:14,7,SourceCode,normal
U008,user008,Engineering,2025-01-03,11:33,1,Engineering,normal
U008,user008,Engineering,2025-01-03,08:52,44,Engineering,normal
U008,user008,Engineering,2025-01-03,10:47,94,Engineering,normal
U008,user008,Engineering,2025-01-03,10:30,81,Engineering,normal
U009,user009,Sales,2025-01-03,07:06,15,Finance,normal
U009,user009,Sales,2025-01-03,08:22,28,Customer,normal
U009,user009,Sales,2025-01-03,07:34,12,Finance,normal
U009,user009,Sales,2025-01-03,08:11,28,General,normal
U009,user009,Sales,2025-01-03,09:14,31,General,normal
U009,user009,Sales,2025-01-03,07:04,20,Customer,normal
U010,user010,Admin,2025-01-03,08:02,24,General,normal
U010,user010,Admin,2025-01-03,08:12,48,General,normal
U010,user010,Admin,2025-01-03,08:42,44,General,normal
U010,user010,Admin,2025-01-03,08:00,42,Confidential,normal
U010,user010,Admin,2025-01-03,08:50,31,Admin,normal
U011,user011,HR,2025-01-03,09:26,5,HR,normal
U011,user011,HR,2025-01-03,08:30,10,HR,normal
U011,user011,HR,2025-01-03,10:17,29,General,normal
U011,user011,HR,2025-01-03,09:37,6,HR,normal
U011,user011,HR,2025-01-03,09:50,25,Admin,normal
U011,user011,HR,2025-01-03,09:12,31,Admin,normal
U011,user011,HR,2025-01-03,08:58,19,HR,normal
U012,user012,Finance,2025-01-03,10:23,17,General,normal
U012,user012,Finance,2025-01-03,08:11,37,Finance,normal
U012,user012,Finance,2025-01-03,09:55,11,General,normal
U012,user012,Finance,2025-01-03,09:23,30,General,normal
U013,user013,Engineering,2025-01-03,11:33,52,Engineering,normal
U013,user013,Engineering,2025-01-03,09:02,70,General,normal
U013,user013,Engineering,2025-01-03,10:39,66,General,normal
U013,user013,Engineering,2025-01-03,12:37,26,General,normal
U013,user013,Engineering,2025-01-03,11:06,100,SourceCode,normal
U013,user013,Engineering,2025-01-03,11:05,57,General,normal
U014,user014,Sales,2025-01-03,09:32,33,Admin,normal
U014,user014,Sales,2025-01-03,07:09,30,General,normal
U014,user014,Sales,2025-01-03,09:26,22,Customer,normal
U014,user014,Sales,2025-01-03,07:35,25,Customer,normal
U015,user015,Admin,2025-01-03,07:16,16,Admin,normal
U015,user015,Admin,2025-01-03,07:59,37,Confidential,normal
U015,user015,Admin,2025-01-03,09:43,36,General,normal
U015,user015,Admin,2025-01-03,09:38,29,Admin,normal
U015,user015,Admin,2025-01-03,07:48,31,General,normal
U015,user015,Admin,2025-01-03,09:49,31,General,normal
U016,user016,HR,2025-01-03,11:37,22,Confidential,normal
U016,user016,HR,2025-01-03,09:42,23,General,normal
U016,user016,HR,2025-01-03,10:22,8,Admin,normal
U016,user016,HR,2025-01-03,08:35,20,HR,normal
U016,user016,HR,2025-01-03,10:44,1,General,normal
U016,user016,HR,2025-01-03,10:33,7,HR,normal
U016,user016,HR,2025-01-03,11:06,23,Confidential,normal
U017,user017,Finance,2025-01-03,09:52,33,Finance,normal
U017,user017,Finance,2025-01-03,09:47,29,Finance,normal
U017,user017,Finance,2025-01-03,08:28,26,Confidential,normal
U017,user017,Finance,2025-01-03,07:08,18,General,normal
U018,user018,Engineering,2025-01-03,07:06,37,General,normal
U018,user018,Engineering,2025-01-03,08:48,75,Engineering,normal
U018,user018,Engineering,2025-01-03,08:20,23,Confidential,normal
U018,user018,Engineering,2025-01-03,12:23,57,Engineering,normal
U019,user019,Sales,2025-01-03,09:26,9,Customer,normal
U019,user019,Sales,2025-01-03,09:03,35,General,normal
U019,user019,Sales,2025-01-03,06:55,15,SourceCode,normal
U019,user019,Sales,2025-01-03,08:49,21,Customer,normal
U020,user020,Admin,2025-01-03,08:42,7,Confidential,normal
U020,user020,Admin,2025-01-03,08:00,33,Confidential,normal
U020,user020,Admin,2025-01-03,06:59,20,General,normal
U020,user020,Admin,2025-01-03,05:06,20,General,normal
U020,user020,Admin,2025-01-03,07:09,32,Admin,normal
U020,user020,Admin,2025-01-03,08:18,27,Admin,normal
U020,user020,Admin,2025-01-03,06:36,34,Admin,normal
U020,user020,Admin,2025-01-03,06:17,24,Admin,normal
U001,user001,HR,2025-01-04,09:50,16,HR,normal
U001,user001,HR,2025-01-04,10:58,18,HR,normal
U001,user001,HR,2025-01-04,09:15,12,HR,normal
U001,user001,HR,2025-01-04,09:20,23,Confidential,normal
U002,user002,Finance,2025-01-04,07:41,30,General,normal
U002,user002,Finance,2025-01-04,09:15,19,Finance,normal
U002,user002,Finance,2025-01-04,09:34,13,Finance,normal
U002,user002,Finance,2025-01-04,10:34,30,General,normal
U002,user002,Finance,2025-01-04,08:08,18,Finance,normal
U002,user002,Finance,2025-01-04,10:23,23,Customer,normal
U002,user002,Finance,2025-01-04,07:44,30,Confidential,normal
U002,user002,Finance,2025-01-04,09:51,35,Engineering,normal
U003,user003,Engineering,2025-01-04,12:55,40,Confidential,normal
U003,user003,Engineering,2025-01-04,11:24,33,Engineering,normal
U003,user003,Engineering,2025-01-04,12:28,74,Confidential,normal
U003,user003,Engineering,2025-01-04,09:32,69,Engineering,normal
U003,user003,Engineering,2025-01-04,10:48,65,General,normal
U004,user004,Sales,2025-01-04,10:24,5,Customer,normal
U004,user004,Sales,2025-01-04,07:05,23,General,normal
U004,user004,Sales,2025-01-04,09:09,25,General,normal
U004,user004,Sales,2025-01-04,06:04,27,General,normal
U004,user004,Sales,2025-01-04,07:13,14,General,normal
U004,user004,Sales,2025-01-04,08:07,34,General,normal
U005,user005,Admin,2025-01-04,09:03,33,General,normal
U005,user005,Admin,2025-01-04,08:52,3,Admin,normal
U005,user005,Admin,2025-01-04,06:18,34,Confidential,normal
U005,user005,Admin,2025-01-04,08:30,27,General,normal
U005,user005,Admin,2025-01-04,09:46,31,Confidential,normal
U005,user005,Admin,2025-01-04,06:44,41,General,normal
U005,user005,Admin,2025-01-04,09:48,68,Admin,normal
U006,user006,HR,2025-01-04,08:39,30,HR,normal
U006,user006,HR,2025-01-04,08:28,20,HR,normal
U006,user006,HR,2025-01-04,07:36,8,General,normal
U006,user006,HR,2025-01-04,08:22,19,HR,normal
U006,user006,HR,2025-01-04,09:17,15,HR,normal
U006,user006,HR,2025-01-04,07:39,12,Admin,normal
U006,user006,HR,2025-01-04,09:28,25,General,normal
U006,user006,HR,2025-01-04,08:03,19,General,normal
U007,user007,Finance,2025-01-04,06:03,15,Confidential,normal
U007,user007,Finance,2025-01-04,08:17,35,General,normal
U007,user007,Finance,2025-01-04,10:12,11,Finance,normal
U007,user007,Finance,2025-01-04,07:26,32,Confidential,normal
U007,user007,Finance,2025-01-04,08:42,52,Finance,normal
U007,user007,Finance,2025-01-04,08:18,29,General,normal
U007,user007,Finance,2025-01-04,06:12,38,Finance,normal
U007,user007,Finance,2025-01-04,07:10,24,Finance,normal
U008,user008,Engineering,2025-01-04,10:17,78,Engineering,normal
U008,user008,Engineering,2025-01-04,08:12,96,Engineering,normal
U008,user008,Engineering,2025-01-04,09:31,47,SourceCode,normal
U008,user008,Engineering,2025-01-04,09:49,55,SourceCode,normal
U008,user008,Engineering,2025-01-04,09:56,47,Engineering,normal
U008,user008,Engineering,2025-01-04,07:42,53,SourceCode,normal
U008,user008,Engineering,2025-01-04,09:25,87,Confidential,normal
U008,user008,Engineering,2025-01-04,07:09,71,General,normal
U009,user009,Sales,2025-01-04,07:04,22,Customer,normal
U009,user009,Sales,2025-01-04,07:39,21,Customer,normal
U009,user009,Sales,2025-01-04,08:54,31,Customer,normal
U009,user009,Sales,2025-01-04,09:09,27,Admin,normal
U009,user009,Sales,2025-01-04,07:37,21,Finance,normal
U009,user009,Sales,2025-01-04,06:03,17,Customer,normal
U009,user009,Sales,2025-01-04,06:24,47,Customer,normal
U009,user009,Sales,2025-01-04,07:27,27,Customer,normal
U010,user010,Admin,2025-01-04,09:04,40,Admin,normal
U010,user010,Admin,2025-01-04,08:37,22,General,normal
U010,user010,Admin,2025-01-04,09:24,6,General,normal
U010,user010,Admin,2025-01-04,09:30,52,General,normal
U010,user010,Admin,2025-01-04,07:35,49,Engineering,normal
U010,user010,Admin,2025-01-04,08:10,40,General,normal
U011,user011,HR,2025-01-04,08:44,18,HR,normal
U011,user011,HR,2025-01-04,08:58,20,HR,normal
U011,user011,HR,2025-01-04,08:10,17,Confidential,normal
U011,user011,HR,2025-01-04,07:14,20,Confidential,normal
U011,user011,HR,2025-01-04,09:54,3,HR,normal
U011,user011,HR,2025-01-04,09:20,22,Confidential,normal
U012,user012,Finance,2025-01-04,09:00,29,Confidential,normal
U012,user012,Finance,2025-01-04,07:59,32,Finance,normal
U012,user012,Finance,2025-01-04,09:40,31,Finance,normal
U012,user012,Finance,2025-01-04,10:49,19,General,normal
U012,user012,Finance,2025-01-04,10:57,17,Customer,normal
U013,user013,Engineering,2025-01-04,10:10,61,SourceCode,normal
U013,user013,Engineering,2025-01-04,11:30,39,Engineering,normal
U013,user013,Engineering,2025-01-04,10:25,27,SourceCode,normal
U013,user013,Engineering,2025-01-04,07:11,57,SourceCode,normal
U013,user013,Engineering,2025-01-04,09:58,44,SourceCode,normal
U014,user014,Sales,2025-01-04,08:41,27,Admin,normal
U014,user014,Sales,2025-01-04,08:03,31,Customer,normal
U014,user014,Sales,2025-01-04,06:13,16,Finance,normal
U014,user014,Sales,2025-01-04,09:26,26,Finance,normal
U014,user014,Sales,2025-01-04,08:35,21,Customer,normal
U015,user015,Admin,2025-01-04,08:48,25,Confidential,normal
U015,user015,Admin,2025-01-04,06:39,9,Admin,normal
U015,user015,Admin,2025-01-04,09:46,11,HR,normal
U015,user015,Admin,2025-01-04,09:21,27,HR,normal
U015,user015,Admin,2025-01-04,05:32,19,General,normal
U015,user015,Admin,2025-01-04,06:38,40,Customer,normal
U015,user015,Admin,2025-01-04,07:37,4,HR,normal
U015,user015,Admin,2025-01-04,07:36,12,Admin,normal
